Row ID;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Customer Name;Sales Agent ID;Country/Region;City;State;Postal Code;Region;Product ID;Category;Sub-Category;Product Name;Sales;Quantity
1797;US-139465-2019_08_27;2019/08/27;2019/08/30;First Class;MR-17545;Mathew Reese;31;United States;New York City;New York;10024;East;TEC-PH-10000455;Technology;Phones;GE 30522EE2;347,97;3
1798;US-139465-2019_08_27;2019/08/27;2019/08/30;First Class;MR-17545;Mathew Reese;31;United States;New York City;New York;10024;East;OFF-BI-10003910;Office Supplies;Binders;DXL Angle-View Binders with Locking Rings by Samsill;37,008;6
1799;CA-100965-2018_07_07;2018/07/07;2018/07/11;Standard Class;RM-19375;Raymond Messe;4;United States;San Jose;California;95123;West;FUR-FU-10003039;Furniture;Furnishings;"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock";215,65;5
1800;CA-121034-2018_08_08;2018/08/08;2018/08/10;Second Class;JF-15565;Jill Fjeld;42;United States;Dallas;Texas;75081;Central;OFF-FA-10000585;Office Supplies;Fasteners;OIC Bulk Pack Metal Binder Clips;11,168;4
1801;CA-121034-2018_08_08;2018/08/08;2018/08/10;Second Class;JF-15565;Jill Fjeld;42;United States;Dallas;Texas;75081;Central;OFF-PA-10001994;Office Supplies;Paper;"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size";53,952;3
1802;CA-149461-2018_11_13;2018/11/13;2018/11/19;Standard Class;AS-10135;Adrian Shami;46;United States;Auburn;Washington;98002;West;FUR-FU-10004270;Furniture;Furnishings;Eldon Image Series Desk Accessories, Burgundy;4,18;1
1803;CA-158379-2019_09_22;2019/09/22;2019/09/26;Second Class;JA-15970;Joseph Airdo;37;United States;Philadelphia;Pennsylvania;19134;East;OFF-BI-10002498;Office Supplies;Binders;Clear Mylar Reinforcing Strips;5,607;1
1804;CA-158379-2019_09_22;2019/09/22;2019/09/26;Second Class;JA-15970;Joseph Airdo;37;United States;Philadelphia;Pennsylvania;19134;East;OFF-SU-10002881;Office Supplies;Supplies;Martin Yale Chadless Opener Electric Letter Opener;4663,736;7
1805;CA-158379-2019_09_22;2019/09/22;2019/09/26;Second Class;JA-15970;Joseph Airdo;37;United States;Philadelphia;Pennsylvania;19134;East;TEC-AC-10002926;Technology;Accessories;Logitech Wireless Marathon Mouse M705;79,984;2
1806;US-116729-2018_12_25;2018/12/25;2018/12/28;First Class;GK-14620;Grace Kelly;4;United States;Los Angeles;California;90049;West;TEC-PH-10002200;Technology;Phones;Samsung Galaxy Note 2;2575,944;7
1807;US-116729-2018_12_25;2018/12/25;2018/12/28;First Class;GK-14620;Grace Kelly;4;United States;Los Angeles;California;90049;West;OFF-PA-10002005;Office Supplies;Paper;Xerox 225;45,36;7
1808;US-116729-2018_12_25;2018/12/25;2018/12/28;First Class;GK-14620;Grace Kelly;4;United States;Los Angeles;California;90049;West;TEC-AC-10001465;Technology;Accessories;SanDisk Cruzer 64 GB USB Flash Drive;254,24;7
1809;CA-164938-2018_02_11;2018/02/11;2018/02/13;First Class;PB-19210;Phillip Breyer;35;United States;Tulsa;Oklahoma;74133;Central;TEC-PH-10004897;Technology;Phones;Mediabridge Sport Armband iPhone 5s;69,93;7
1810;CA-165484-2018_10_23;2018/10/23;2018/10/29;Standard Class;HK-14890;Heather Kirkland;12;United States;Chicago;Illinois;60610;Central;FUR-FU-10001196;Furniture;Furnishings;DAX Cubicle Frames - 8x10;16,156;7
1811;CA-165484-2018_10_23;2018/10/23;2018/10/29;Standard Class;HK-14890;Heather Kirkland;12;United States;Chicago;Illinois;60610;Central;OFF-PA-10000595;Office Supplies;Paper;Xerox 1929;54,816;3
1812;CA-132612-2016_06_09;2016/06/09;2016/06/11;Second Class;FO-14305;Frank Olsen;45;United States;Harrisonburg;Virginia;22801;South;FUR-TA-10004534;Furniture;Tables;Bevis 44 x 96 Conference Tables;1441,3;7
1813;US-161193-2019_11_20;2019/11/20;2019/11/26;Standard Class;BT-11680;Brian Thompson;34;United States;Newark;Ohio;43055;East;FUR-FU-10001861;Furniture;Furnishings;Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts;77,6;5
1814;US-161193-2019_11_20;2019/11/20;2019/11/26;Standard Class;BT-11680;Brian Thompson;34;United States;Newark;Ohio;43055;East;FUR-FU-10000206;Furniture;Furnishings;GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs;4,656;2
1815;CA-131597-2017_09_14;2017/09/14;2017/09/18;Standard Class;SP-20620;Stefania Perrino;4;United States;Los Angeles;California;90045;West;FUR-TA-10002607;Furniture;Tables;KI Conference Tables;170,136;3
1816;CA-164833-2017_06_04;2017/06/04;2017/06/04;Same Day;LL-16840;Lauren Leatherbury;46;United States;Seattle;Washington;98105;West;OFF-LA-10000443;Office Supplies;Labels;Avery 501;7,38;2
1817;CA-164833-2017_06_04;2017/06/04;2017/06/04;Same Day;LL-16840;Lauren Leatherbury;46;United States;Seattle;Washington;98105;West;OFF-AR-10004685;Office Supplies;Art;Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set;9,26;2
1818;CA-125423-2017_12_13;2017/12/13;2017/12/15;Second Class;MC-17575;Matt Collins;4;United States;Los Angeles;California;90036;West;OFF-LA-10001771;Office Supplies;Labels;Avery 513;9,96;2
1819;US-130379-2016_05_25;2016/05/25;2016/05/29;Standard Class;JL-15235;Janet Lee;12;United States;Chicago;Illinois;60623;Central;OFF-AP-10001394;Office Supplies;Appliances;Harmony Air Purifier;75,6;2
1820;US-130379-2016_05_25;2016/05/25;2016/05/29;Standard Class;JL-15235;Janet Lee;12;United States;Chicago;Illinois;60623;Central;FUR-FU-10002553;Furniture;Furnishings;Electrix Incandescent Magnifying Lamp, Black;29,32;2
1821;CA-168956-2018_02_16;2018/02/16;2018/02/20;Standard Class;EA-14035;Erin Ashbrook;12;United States;Chicago;Illinois;60623;Central;OFF-AP-10004233;Office Supplies;Appliances;Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room;92,064;6
1822;CA-168956-2018_02_16;2018/02/16;2018/02/20;Standard Class;EA-14035;Erin Ashbrook;12;United States;Chicago;Illinois;60623;Central;OFF-FA-10000304;Office Supplies;Fasteners;Advantus Push Pins;6,976;4
1823;CA-168956-2018_02_16;2018/02/16;2018/02/20;Standard Class;EA-14035;Erin Ashbrook;12;United States;Chicago;Illinois;60623;Central;FUR-CH-10004754;Furniture;Chairs;Global Stack Chair with Arms, Black;62,958;3
1824;CA-168956-2018_02_16;2018/02/16;2018/02/20;Standard Class;EA-14035;Erin Ashbrook;12;United States;Chicago;Illinois;60623;Central;OFF-PA-10000809;Office Supplies;Paper;Xerox 206;5,184;1
1825;CA-167507-2018_12_22;2018/12/22;2018/12/28;Standard Class;SA-20830;Sue Ann Reed;36;United States;Redmond;Oregon;97756;West;OFF-BI-10003694;Office Supplies;Binders;"Avery 3 1/2"" Diskette Storage Pages, 10/Pack";31,32;10
1826;CA-167507-2018_12_22;2018/12/22;2018/12/28;Standard Class;SA-20830;Sue Ann Reed;36;United States;Redmond;Oregon;97756;West;FUR-FU-10001935;Furniture;Furnishings;3M Hangers With Command Adhesive;11,84;4
1827;CA-167507-2018_12_22;2018/12/22;2018/12/28;Standard Class;SA-20830;Sue Ann Reed;36;United States;Redmond;Oregon;97756;West;FUR-FU-10002878;Furniture;Furnishings;"Seth Thomas 14"" Day/Date Wall Clock";22,784;1
1828;CA-109344-2018_02_08;2018/02/08;2018/02/11;Second Class;CH-12070;Cathy Hwang;32;United States;Raleigh;North Carolina;27604;South;TEC-PH-10002624;Technology;Phones;Samsung Galaxy S4 Mini;1127,976;3
1829;US-140851-2017_07_13;2017/07/13;2017/07/15;Second Class;ND-18460;Neil Ducich;10;United States;Macon;Georgia;31204;South;OFF-PA-10000019;Office Supplies;Paper;Xerox 1931;38,88;6
1830;CA-103373-2016_05_18;2016/05/18;2016/05/24;Standard Class;BS-11755;Bruce Stewart;34;United States;Cleveland;Ohio;44105;East;TEC-PH-10002885;Technology;Phones;Apple iPhone 5;779,796;2
1831;CA-145884-2019_10_21;2019/10/21;2019/10/21;Same Day;SL-20155;Sara Luxemburg;35;United States;Muskogee;Oklahoma;74403;Central;TEC-PH-10000895;Technology;Phones;Polycom VVX 310 VoIP phone;1439,92;8
1832;CA-145884-2019_10_21;2019/10/21;2019/10/21;Same Day;SL-20155;Sara Luxemburg;35;United States;Muskogee;Oklahoma;74403;Central;FUR-TA-10002356;Furniture;Tables;Bevis Boat-Shaped Conference Table;262,11;1
1833;CA-131422-2017_11_05;2017/11/05;2017/11/09;Standard Class;GB-14530;George Bell;32;United States;Monroe;North Carolina;28110;South;FUR-CH-10001270;Furniture;Chairs;Harbour Creations Steel Folding Chair;207;3
1834;CA-162691-2019_08_01;2019/08/01;2019/08/07;Standard Class;AS-10045;Aaron Smayling;42;United States;Austin;Texas;78745;Central;TEC-MA-10000488;Technology;Machines;Bady BDG101FRU Card Printer;1439,982;3
1835;CA-162691-2019_08_01;2019/08/01;2019/08/07;Standard Class;AS-10045;Aaron Smayling;42;United States;Austin;Texas;78745;Central;OFF-PA-10003729;Office Supplies;Paper;Xerox 1998;36,288;7
1836;CA-141278-2016_06_21;2016/06/21;2016/06/24;First Class;RM-19375;Raymond Messe;6;United States;Meriden;Connecticut;6450;East;OFF-AR-10003056;Office Supplies;Art;Newell 341;21,4;5
1837;CA-122693-2019_02_19;2019/02/19;2019/02/21;Second Class;NH-18610;Nicole Hansen;10;United States;Roswell;Georgia;30076;South;OFF-AP-10002518;Office Supplies;Appliances;Kensington 7 Outlet MasterPiece Power Center;1245,86;7
1838;CA-117345-2016_08_01;2016/08/01;2016/08/05;Standard Class;BF-10975;Barbara Fisher;32;United States;Charlotte;North Carolina;28205;South;OFF-LA-10000240;Office Supplies;Labels;Self-Adhesive Address Labels for Typewriters by Universal;17,544;3
1839;CA-117345-2016_08_01;2016/08/01;2016/08/05;Standard Class;BF-10975;Barbara Fisher;32;United States;Charlotte;North Carolina;28205;South;FUR-FU-10000629;Furniture;Furnishings;9-3/4 Diameter Round Wall Clock;44,128;4
1840;CA-117345-2016_08_01;2016/08/01;2016/08/05;Standard Class;BF-10975;Barbara Fisher;32;United States;Charlotte;North Carolina;28205;South;OFF-AP-10001005;Office Supplies;Appliances;Honeywell Quietcare HEPA Air Cleaner;62,92;1
1841;CA-117345-2016_08_01;2016/08/01;2016/08/05;Standard Class;BF-10975;Barbara Fisher;32;United States;Charlotte;North Carolina;28205;South;OFF-PA-10002377;Office Supplies;Paper;Xerox 1916;78,304;2
1842;CA-157763-2018_07_18;2018/07/18;2018/07/23;Standard Class;KH-16330;Katharine Harms;16;United States;Bowling Green;Kentucky;42104;South;FUR-CH-10000988;Furniture;Chairs;Hon Olson Stacker Stools;140,81;1
1843;CA-135391-2017_02_09;2017/02/09;2017/02/11;Second Class;FA-14230;Frank Atkinson;42;United States;San Antonio;Texas;78207;Central;OFF-LA-10001074;Office Supplies;Labels;Round Specialty Laser Printer Labels;40,096;4
1844;CA-135391-2017_02_09;2017/02/09;2017/02/11;Second Class;FA-14230;Frank Atkinson;42;United States;San Antonio;Texas;78207;Central;FUR-FU-10001986;Furniture;Furnishings;"Dana Fluorescent Magnifying Lamp, White, 36""";40,784;2
1845;US-113852-2019_07_29;2019/07/29;2019/08/02;Standard Class;GW-14605;Giulietta Weimer;46;United States;Seattle;Washington;98115;West;TEC-AC-10003027;Technology;Accessories;Imation 8GB Mini TravelDrive USB 2.0 Flash Drive;90,57;3
1846;US-158512-2019_01_12;2019/01/12;2019/01/17;Second Class;DA-13450;Dianna Arnett;8;United States;Washington;District of Columbia;20016;East;OFF-PA-10001804;Office Supplies;Paper;Xerox 195;40,08;6
1847;US-158512-2019_01_12;2019/01/12;2019/01/17;Second Class;DA-13450;Dianna Arnett;8;United States;Washington;District of Columbia;20016;East;FUR-FU-10004973;Furniture;Furnishings;Flat Face Poster Frame;37,68;2
1848;CA-128370-2019_09_10;2019/09/10;2019/09/10;Same Day;FH-14275;Frank Hawley;4;United States;Los Angeles;California;90004;West;FUR-CH-10002602;Furniture;Chairs;DMI Arturo Collection Mission-style Design Wood Chair;362,352;3
1849;CA-128370-2019_09_10;2019/09/10;2019/09/10;Same Day;FH-14275;Frank Hawley;4;United States;Los Angeles;California;90004;West;OFF-BI-10004140;Office Supplies;Binders;Avery Non-Stick Binders;7,184;2
1850;CA-160472-2017_07_20;2017/07/20;2017/07/25;Second Class;RK-19300;Ralph Kennedy;13;United States;South Bend;Indiana;46614;Central;OFF-ST-10000464;Office Supplies;Storage;Multi-Use Personal File Cart and Caster Set, Three Stacking Bins;34,76;1
1851;CA-160472-2017_07_20;2017/07/20;2017/07/25;Second Class;RK-19300;Ralph Kennedy;13;United States;South Bend;Indiana;46614;Central;TEC-AC-10002253;Technology;Accessories;Imation Bio 8GB USB Flash Drive Imation Corp;831,2;5
1852;CA-160472-2017_07_20;2017/07/20;2017/07/25;Second Class;RK-19300;Ralph Kennedy;13;United States;South Bend;Indiana;46614;Central;OFF-PA-10000528;Office Supplies;Paper;Xerox 1981;26,4;5
1853;CA-160472-2017_07_20;2017/07/20;2017/07/25;Second Class;RK-19300;Ralph Kennedy;13;United States;South Bend;Indiana;46614;Central;OFF-EN-10000483;Office Supplies;Envelopes;White Envelopes, White Envelopes with Clear Poly Window;106,75;7
1854;CA-160472-2017_07_20;2017/07/20;2017/07/25;Second Class;RK-19300;Ralph Kennedy;13;United States;South Bend;Indiana;46614;Central;OFF-PA-10003129;Office Supplies;Paper;Tops White Computer Printout Paper;97,82;2
1855;CA-160472-2017_07_20;2017/07/20;2017/07/25;Second Class;RK-19300;Ralph Kennedy;13;United States;South Bend;Indiana;46614;Central;OFF-ST-10003442;Office Supplies;Storage;Eldon Portable Mobile Manager;141,4;5
1856;CA-114643-2016_06_13;2016/06/13;2016/06/17;Standard Class;FM-14215;Filia McAdams;4;United States;Los Angeles;California;90032;West;OFF-AR-10003631;Office Supplies;Art;Staples in misc. colors;14,52;3
1857;US-158218-2019_05_12;2019/05/12;2019/05/15;Second Class;AC-10420;Alyssa Crouse;42;United States;Houston;Texas;77041;Central;OFF-ST-10000563;Office Supplies;Storage;Fellowes Bankers Box Stor/Drawer Steel Plus;127,92;5
1858;US-158218-2019_05_12;2019/05/12;2019/05/15;Second Class;AC-10420;Alyssa Crouse;42;United States;Houston;Texas;77041;Central;OFF-BI-10002133;Office Supplies;Binders;"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets";34,24;4
1859;CA-121608-2017_09_03;2017/09/03;2017/09/05;First Class;JB-15400;Jennifer Braxton;6;United States;Bristol;Connecticut;6010;East;OFF-AP-10002311;Office Supplies;Appliances;Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter;137,62;2
1860;CA-121608-2017_09_03;2017/09/03;2017/09/05;First Class;JB-15400;Jennifer Braxton;6;United States;Bristol;Connecticut;6010;East;TEC-PH-10004959;Technology;Phones;Classic Ivory Antique Telephone ZL1810;100,49;1
1861;US-121251-2019_03_26;2019/03/26;2019/03/27;First Class;GM-14440;Gary McGarr;31;United States;New York City;New York;10009;East;FUR-BO-10001918;Furniture;Bookcases;Sauder Forest Hills Library with Doors, Woodland Oak Finish;257,568;2
1862;US-121251-2019_03_26;2019/03/26;2019/03/27;First Class;GM-14440;Gary McGarr;31;United States;New York City;New York;10009;East;TEC-PH-10004896;Technology;Phones;Nokia Lumia 521 (T-Mobile);119,96;4
1863;CA-151078-2016_11_12;2016/11/12;2016/11/12;Same Day;RF-19840;Roy Französisch;42;United States;San Antonio;Texas;78207;Central;OFF-ST-10001328;Office Supplies;Storage;Personal Filing Tote with Lid, Black/Gray;49,632;4
1864;US-100839-2018_10_13;2018/10/13;2018/10/17;Standard Class;NC-18625;Noah Childs;5;United States;Aurora;Colorado;80013;West;FUR-TA-10004575;Furniture;Tables;Hon 5100 Series Wood Tables;727,45;5
1865;US-100839-2018_10_13;2018/10/13;2018/10/17;Standard Class;NC-18625;Noah Childs;5;United States;Aurora;Colorado;80013;West;FUR-FU-10001617;Furniture;Furnishings;"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock";24,96;3
1866;US-116659-2019_11_12;2019/11/12;2019/11/12;Same Day;NG-18355;Nat Gilpin;34;United States;Newark;Ohio;43055;East;TEC-PH-10002824;Technology;Phones;Jabra SPEAK 410 Multidevice Speakerphone;370,782;3
1867;CA-118857-2019_04_15;2019/04/15;2019/04/18;First Class;AH-10075;Adam Hart;27;United States;Henderson;Nevada;89015;West;FUR-FU-10004460;Furniture;Furnishings;"Howard Miller 12"" Round Wall Clock";196,45;5
1868;CA-127110-2017_06_25;2017/06/25;2017/07/01;Standard Class;CH-12070;Cathy Hwang;37;United States;Philadelphia;Pennsylvania;19143;East;OFF-PA-10003309;Office Supplies;Paper;Xerox 211;31,104;6
1869;CA-127110-2017_06_25;2017/06/25;2017/07/01;Standard Class;CH-12070;Cathy Hwang;37;United States;Philadelphia;Pennsylvania;19143;East;OFF-ST-10002554;Office Supplies;Storage;Tennsco Industrial Shelving;78,256;2
1870;CA-148201-2018_08_26;2018/08/26;2018/08/29;Second Class;CC-12145;Charles Crestani;46;United States;Seattle;Washington;98103;West;OFF-PA-10000019;Office Supplies;Paper;Xerox 1931;6,48;1
1871;CA-116932-2016_07_21;2016/07/21;2016/07/25;Standard Class;ME-18010;Michelle Ellison;4;United States;San Francisco;California;94122;West;OFF-AR-10002067;Office Supplies;Art;Newell 334;99,2;5
1872;CA-116932-2016_07_21;2016/07/21;2016/07/25;Standard Class;ME-18010;Michelle Ellison;4;United States;San Francisco;California;94122;West;FUR-CH-10001215;Furniture;Chairs;Global Troy Executive Leather Low-Back Tilter;801,568;2
1873;CA-116932-2016_07_21;2016/07/21;2016/07/25;Standard Class;ME-18010;Michelle Ellison;4;United States;San Francisco;California;94122;West;FUR-TA-10004175;Furniture;Tables;"Hon 30"" x 60"" Table with Locking Drawer";272,848;1
1874;CA-142888-2019_11_21;2019/11/21;2019/11/25;Standard Class;BP-11230;Benjamin Patterson;46;United States;Spokane;Washington;99207;West;FUR-TA-10004767;Furniture;Tables;Safco Drafting Table;70,98;1
1875;CA-147914-2016_06_04;2016/06/04;2016/06/09;Standard Class;MP-17470;Mark Packer;34;United States;Columbus;Ohio;43229;East;OFF-PA-10001685;Office Supplies;Paper;Easy-staple paper;16,224;2
1876;US-112977-2018_03_10;2018/03/10;2018/03/16;Standard Class;CJ-12010;Caroline Jumper;31;United States;Long Beach;New York;11561;East;FUR-BO-10003272;Furniture;Bookcases;O'Sullivan Living Dimensions 5-Shelf Bookcases;176,784;1
1877;CA-112039-2019_03_25;2019/03/25;2019/03/29;Standard Class;JC-15775;John Castell;42;United States;San Antonio;Texas;78207;Central;TEC-PH-10000984;Technology;Phones;Panasonic KX-TG9471B;470,376;3
1878;CA-118885-2019_12_29;2019/12/29;2020/01/02;Standard Class;JG-15160;James Galang;4;United States;Los Angeles;California;90049;West;FUR-CH-10002880;Furniture;Chairs;Global High-Back Leather Tilter, Burgundy;393,568;4
1879;CA-118885-2019_12_29;2019/12/29;2020/01/02;Standard Class;JG-15160;James Galang;4;United States;Los Angeles;California;90049;West;TEC-PH-10002563;Technology;Phones;Adtran 1202752G1;302,376;3
1880;US-166611-2019_03_28;2019/03/28;2019/04/02;Standard Class;CK-12760;Cyma Kinney;9;United States;Jacksonville;Florida;32216;South;OFF-BI-10001191;Office Supplies;Binders;Canvas Sectional Post Binders;68,742;9
1881;CA-109512-2017_03_05;2017/03/05;2017/03/05;Same Day;LF-17185;Luke Foster;31;United States;New York City;New York;10011;East;OFF-EN-10002621;Office Supplies;Envelopes;Staple envelope;29,34;3
1882;CA-109512-2017_03_05;2017/03/05;2017/03/05;Same Day;LF-17185;Luke Foster;31;United States;New York City;New York;10011;East;FUR-CH-10001146;Furniture;Chairs;Global Value Mid-Back Manager's Chair, Gray;383,607;7
1883;CA-109512-2017_03_05;2017/03/05;2017/03/05;Same Day;LF-17185;Luke Foster;31;United States;New York City;New York;10011;East;OFF-ST-10000689;Office Supplies;Storage;Fellowes Strictly Business Drawer File, Letter/Legal Size;563,4;4
1884;CA-118570-2018_11_13;2018/11/13;2018/11/17;Standard Class;CC-12430;Chuck Clark;37;United States;Philadelphia;Pennsylvania;19143;East;OFF-PA-10001289;Office Supplies;Paper;White Computer Printout Paper by Universal;217,056;7
1885;CA-154718-2019_01_19;2019/01/19;2019/01/23;Second Class;DL-12865;Dan Lawera;42;United States;Keller;Texas;76248;Central;OFF-LA-10003714;Office Supplies;Labels;Avery 510;6;2
1886;CA-147578-2018_04_22;2018/04/22;2018/04/26;Second Class;PG-18895;Paul Gonzalez;4;United States;San Francisco;California;94122;West;FUR-FU-10001889;Furniture;Furnishings;Ultra Door Pull Handle;31,56;3
1887;CA-140165-2016_05_13;2016/05/13;2016/05/15;First Class;EH-14005;Erica Hernandez;9;United States;Hialeah;Florida;33012;South;OFF-FA-10002815;Office Supplies;Fasteners;Staples;7,104;2
1888;CA-140165-2016_05_13;2016/05/13;2016/05/15;First Class;EH-14005;Erica Hernandez;9;United States;Hialeah;Florida;33012;South;OFF-BI-10004519;Office Supplies;Binders;GBC DocuBind P100 Manual Binding Machine;398,352;8
1889;CA-142587-2016_10_21;2016/10/21;2016/10/22;First Class;TB-21520;Tracy Blumstein;34;United States;Fairfield;Ohio;45014;East;OFF-AP-10004708;Office Supplies;Appliances;Fellowes Superior 10 Outlet Split Surge Protector;121,792;4
1890;CA-142587-2016_10_21;2016/10/21;2016/10/22;First Class;TB-21520;Tracy Blumstein;34;United States;Fairfield;Ohio;45014;East;FUR-TA-10000617;Furniture;Tables;Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal;409,59;3
1891;CA-157623-2016_03_14;2016/03/14;2016/03/18;Standard Class;DK-13225;Dean Katz;4;United States;Huntington Beach;California;92646;West;OFF-PA-10001204;Office Supplies;Paper;Xerox 1972;10,56;2
1892;CA-157623-2016_03_14;2016/03/14;2016/03/18;Standard Class;DK-13225;Dean Katz;4;United States;Huntington Beach;California;92646;West;OFF-AR-10003723;Office Supplies;Art;Avery Hi-Liter Fluorescent Desk Style Markers;3,38;1
1893;CA-145310-2019_12_22;2019/12/22;2019/12/24;Second Class;JP-15520;Jeremy Pistek;9;United States;Port Orange;Florida;32127;South;OFF-EN-10002621;Office Supplies;Envelopes;Staple envelope;7,824;1
1894;CA-100083-2018_11_24;2018/11/24;2018/11/29;Standard Class;CD-11980;Carol Darley;36;United States;Medford;Oregon;97504;West;OFF-PA-10000241;Office Supplies;Paper;"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case";24,784;1
1895;US-108063-2019_12_02;2019/12/02;2019/12/05;First Class;AS-10090;Adam Shillingsburg;45;United States;Charlottesville;Virginia;22901;South;OFF-AR-10001446;Office Supplies;Art;Newell 309;34,65;3
1896;CA-109197-2017_12_31;2017/12/31;2018/01/04;Standard Class;JO-15280;Jas O'Carroll;25;United States;Missoula;Montana;59801;West;OFF-BI-10004632;Office Supplies;Binders;Ibico Hi-Tech Manual Binding System;487,984;2
1897;CA-141789-2019_10_03;2019/10/03;2019/10/06;First Class;AC-10450;Amy Cox;22;United States;Minneapolis;Minnesota;55407;Central;OFF-BI-10001359;Office Supplies;Binders;GBC DocuBind TL300 Electric Binding System;1793,98;2
1898;CA-169775-2016_08_29;2016/08/29;2016/09/02;Second Class;RA-19945;Ryan Akin;9;United States;Miami;Florida;33178;South;OFF-EN-10001749;Office Supplies;Envelopes;Jiffy Padded Mailers with Self-Seal Closure;29,808;2
1899;CA-169775-2016_08_29;2016/08/29;2016/09/02;Second Class;RA-19945;Ryan Akin;9;United States;Miami;Florida;33178;South;OFF-BI-10004390;Office Supplies;Binders;GBC DocuBind 200 Manual Binding Machine;505,176;4
1900;CA-169775-2016_08_29;2016/08/29;2016/09/02;Second Class;RA-19945;Ryan Akin;9;United States;Miami;Florida;33178;South;FUR-TA-10001857;Furniture;Tables;Balt Solid Wood Rectangular Table;174,0585;3
1901;CA-140543-2018_06_29;2018/06/29;2018/07/03;Second Class;Co-12640;Corey-Lock;39;United States;Florence;South Carolina;29501;South;OFF-ST-10000563;Office Supplies;Storage;Fellowes Bankers Box Stor/Drawer Steel Plus;191,88;6
1902;CA-151141-2018_08_20;2018/08/20;2018/08/23;First Class;DW-13480;Dianna Wilson;21;United States;Detroit;Michigan;48205;Central;TEC-PH-10004924;Technology;Phones;"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black";14,78;2
1903;CA-167094-2019_10_21;2019/10/21;2019/10/22;First Class;DK-12835;Damala Kotsonis;36;United States;Springfield;Oregon;97477;West;OFF-PA-10003953;Office Supplies;Paper;Xerox 218;5,184;1
1904;CA-167094-2019_10_21;2019/10/21;2019/10/22;First Class;DK-12835;Damala Kotsonis;36;United States;Springfield;Oregon;97477;West;FUR-CH-10000155;Furniture;Chairs;Global Comet Stacking Armless Chair;478,48;2
1905;CA-167094-2019_10_21;2019/10/21;2019/10/22;First Class;DK-12835;Damala Kotsonis;36;United States;Springfield;Oregon;97477;West;TEC-AC-10003116;Technology;Accessories;Memorex Froggy Flash Drive 8 GB;28,4;2
1906;CA-154410-2019_10_21;2019/10/21;2019/10/24;First Class;MD-17860;Michael Dominguez;13;United States;Indianapolis;Indiana;46203;Central;OFF-ST-10002743;Office Supplies;Storage;SAFCO Boltless Steel Shelving;909,12;8
1907;US-150567-2018_05_17;2018/05/17;2018/05/21;Standard Class;RP-19855;Roy Phan;9;United States;Apopka;Florida;32712;South;OFF-BI-10001757;Office Supplies;Binders;Pressboard Hanging Data Binders for Unburst Sheets;2,952;2
1908;US-150567-2018_05_17;2018/05/17;2018/05/21;Standard Class;RP-19855;Roy Phan;9;United States;Apopka;Florida;32712;South;OFF-BI-10000069;Office Supplies;Binders;GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb;27,018;6
1909;CA-157959-2017_02_03;2017/02/03;2017/02/04;First Class;RW-19540;Rick Wilson;4;United States;Los Angeles;California;90008;West;FUR-FU-10004093;Furniture;Furnishings;Hand-Finished Solid Wood Document Frame;136,92;4
1910;CA-105886-2019_12_18;2019/12/18;2019/12/23;Standard Class;DB-13660;Duane Benoit;31;United States;Oceanside;New York;11572;East;FUR-FU-10001037;Furniture;Furnishings;DAX Charcoal/Nickel-Tone Document Frame, 5 x 7;18,96;2
1911;CA-105963-2018_11_15;2018/11/15;2018/11/22;Standard Class;SC-20770;Stewart Carmichael;4;United States;Los Angeles;California;90008;West;TEC-AC-10003832;Technology;Accessories;Imation 16GB Mini TravelDrive USB 2.0 Flash Drive;99,39;3
1912;CA-121503-2019_07_03;2019/07/03;2019/07/06;Second Class;FH-14275;Frank Hawley;42;United States;Houston;Texas;77041;Central;OFF-PA-10001878;Office Supplies;Paper;Xerox 1891;273,896;7
1913;CA-121503-2019_07_03;2019/07/03;2019/07/06;Second Class;FH-14275;Frank Hawley;42;United States;Houston;Texas;77041;Central;TEC-MA-10003674;Technology;Machines;Hewlett-Packard Deskjet 5550 Printer;597,132;3
1914;CA-103366-2016_01_15;2016/01/15;2016/01/17;First Class;EH-13990;Erica Hackney;10;United States;Roswell;Georgia;30076;South;TEC-AC-10003628;Technology;Accessories;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;149,95;5
1915;CA-124597-2019_04_30;2019/04/30;2019/05/05;Standard Class;AS-10630;Ann Steele;9;United States;Boynton Beach;Florida;33437;South;OFF-LA-10003190;Office Supplies;Labels;Avery 474;4,608;2
